line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
807;bjf;Barzani Jewish Neo-Aramaic;Barzani Jewish Neo-Aramaic language;;sem-ara;Aramaic;;;;;
808;bjg;Bidyogo;Bidyogo language;;;;;;;
809;bjh;Bahinemo;Bahinemo language;;;;;;;
810;bji;Burji;Burji language;;cus;Cushitic;;;;;
811;bjj;Kanauji;Kanauji language;;inc;Indo-Aryan;;;;Deva;
812;bjk;Barok;Barok language;;poz-ocw;Western Oceanic;;;;Latn;
813;bjl;Bulu (New Guinea);Bulu (New Guinea) language;;poz-ocw;Western Oceanic;;;;Latn;Bulu (Papua New Guinea),Bulu
814;bjm;Bajelani;Bajelani language;;ira;Iranian;;;;;
815;bjn;Banjarese;Banjarese language;;poz-mly;Malayic;;;;Latn,Arab;Banjar
816;bjo;Mid-Southern Banda;Mid-Southern Banda language;;;;;;;
817;bjp;Fanamaket;Fanamaket language;;poz-oce;Oceanic;;;;Latn;
818;bjr;Binumarien;Binumarien language;;;;;;;
819;bjs;Bajan;Bajan language;;;;;;;
820;bjt;Balanta-Ganja;Balanta-Ganja language;;;;;;;
821;bju;Busuu;Busuu language;;nic-bod;Bantoid;;;;Latn;
822;bjv;Bedjond;Bedjond language;;;;;;;
823;bjw;Bakwé;Bakwé language;;;;;;;
824;bjx;Banao Itneg;Banao Itneg language;;;;;;;
825;bjy;Bayali;Bayali language;;;;;;;
826;bjz;Baruga;Baruga language;;ngf;Trans-New Guinea;;;;Latn;
827;bka;Kyak;Kyak language;;;;;;;
828;bkc;Baka;Baka language;;nic-ubg;Ubangian;;;;Latn;Baka (Cameroon)
829;bkd;Binukid;Binukid language;;;;;;;
830;bkf;Beeke;Beeke language;;;;;;;
831;bkg;Buraka;Buraka language;;nic-ubg;Ubangian;;;;Latn;
832;bkh;Bakoko;Bakoko language;;;;;;;
833;bki;Baki;Baki language;;poz-vnc;North-Central Vanuatu;;;;;
834;bkj;Pande;Pande language;;;;;;;
835;bkk;Brokskat;Brokskat language;;;;;;;
836;bkl;Berik;Berik language;;;;;;;
837;bkm;Kom (Cameroon);Kom (Cameroon) language;;nic-grf;Grassfields;;;;Latn;Kom
838;bkn;Bukitan;Bukitan language;;poz;Malayo-Polynesian;;;;;Bekatan,Bakatan,Baketan
839;bko;Kwa';Kwa' language;;bai;Bamileke;;;;Latn;
840;bkp;Iboko;Iboko language;;;;;;;Boko,Boko (Congo),Boko (Democratic Republic of the Congo)
841;bkq;Bakairí;Bakairí language;;sai-car;Cariban;;;;Latn;
842;bkr;Bakumpai;Bakumpai language;;;;;;;
843;bks;Masbate Sorsogon;Masbate Sorsogon language;;;;;;;
844;bkt;Boloki;Boloki language;;;;;;;
845;bku;Buhid;Buhid language;;phi;Philippine;;;;Buhd;
846;bkv;Bekwarra;Bekwarra language;;nic-bco;Benue-Congo;;;;Latn;
847;bkw;Bekwel;Bekwel language;;;;;;;
848;bkx;Baikeno;Baikeno language;;plf;Central Malayo-Polynesian;;;;;
849;bky;Bokyi;Bokyi language;;nic-bco;Benue-Congo;;;;Latn;
850;bkz;Bungku;Bungku language;;;;;;;
851;bla;Blackfoot;Blackfoot language;;alg;Algonquian;;;;Latn;Siksika,Blackfeet
852;blb;Bilua;Bilua language;;;;;;;
853;blc;Bella Coola;Bella Coola language;;sal;Salishan;;;;Latn;Nuxálk,Nuxalk
854;bld;Bolango;Bolango language;;;;;;;
855;ble;Balanta-Kentohe;Balanta-Kentohe language;;;;;;;
856;blf;Buol;Buol language;;;;;;;
857;blg;Balau;Balau language;;;;;;;
858;blh;Kuwaa;Kuwaa language;;;;;;;
859;bli;Bolia;Bolia language;;;;;;;
860;blj;Bolongan;Bolongan language;;poz;Malayo-Polynesian;;;;;
861;blk;Pa'o Karen;Pa'o Karen language;;kar;Karen;;;;Mymr;Pa'o,Black Karen
862;bll;Biloxi;Biloxi language;;sio;Siouan;;;;;
863;blm;Beli;Beli language;;;;;;;Behli,Beili,Jur Beli,Beli (Sudan),Beli (South Sudan)
864;bln;Southern Catanduanes Bicolano;Southern Catanduanes Bicolano language;;;;;;;
865;blo;Anii;Anii language;;;;;;;
866;blp;Blablanga;Blablanga language;;poz-ocw;Western Oceanic;;;;;
867;blq;Baluan-Pam;Baluan-Pam language;;poz-aay;Admiralty Islands;;;;Latn;
868;blr;Blang;Blang language;;aav;Austro-Asiatic;;;;;Bulang,Pulang,Kontoi,Shinman
869;bls;Balaesang;Balaesang language;;;;;;;
870;blt;Tai Dam;Tai Dam language;;tai-swe;Southwestern Tai;sortkey;;;Tavt;Tai Noi,Black Tai
871;blv;Bolo;Bolo language;;;;;;Latn;Kibala
872;blw;Balangao;Balangao language;;;;;;;
873;blx;Mag-Indi Ayta;Mag-Indi Ayta language;;;;;;Latn;
874;bly;Notre;Notre language;;;;;;;
875;blz;Balantak;Balantak language;;;;;;;
876;bm;Bambara;Bambara language;;dmn;Mande;;;;Latn;Bamanankan
877;bma;Lame;Lame language;;;;;;;
878;bmb;Bembe;Bembe language;;bnt;Bantu;;;;Latn;Bemba,Kinyabemba
879;bmc;Biem;Biem language;;poz-ocw;Western Oceanic;;;;Latn;
880;bmd;Baga Manduri;Baga Manduri language;;;;;;;
881;bme;Limassa;Limassa language;;nic-ubg;Ubangian;;;;Latn;
882;bmf;Bom;Bom language;;;;;;;
883;bmg;Bamwe;Bamwe language;;;;;;;
884;bmh;Kein;Kein language;;;;;;Latn;Bemal
885;bmi;Bagirmi;Bagirmi language;;csu;Central Sudanic;;;;;
886;bmj;Bote-Majhi;Bote-Majhi language;;;;;;;
887;bmk;Ghayavi;Ghayavi language;;poz-ocw;Western Oceanic;;;;;
888;bml;Bomboli;Bomboli language;;;;;;;
889;bmn;Bina;Bina language;;poz-ocw;Western Oceanic;;;;;Bina (New Guinea),Bina (Papua New Guinea)
890;bmo;Bambalang;Bambalang language;;nic-bod;Bantoid;;;;Latn;
891;bmp;Bulgebi;Bulgebi language;;ngf-fin;Finisterre;;;;Latn;
892;bmq;Bomu;Bomu language;;;;;;;
893;bmr;Muinane;Muinane language;;;;;;;
894;bmt;Biao Mon;Biao Mon language;;hmx-mie;Mien;;;;;
895;bmu;Somba-Siawari;Somba-Siawari language;;;;;;;
896;bmv;Bum;Bum language;;nic-bod;Bantoid;;;;Latn;
897;bmw;Bomwali;Bomwali language;;;;;;;
898;bmx;Baimak;Baimak language;;;;;;;
899;bmz;Baramu;Baramu language;;;;;;;
900;bn;Bengali;Bengali language;;inc;Indo-Aryan;;;;Beng;Bangla
901;bna;Bonerate;Bonerate language;;;;;;;
902;bnb;Bookan;Bookan language;;;;;;;
903;bnd;Banda;Banda language;;plf;Central Malayo-Polynesian;;;;;Banda (Indonesia)
904;bne;Bintauna;Bintauna language;;phi;Philippine;;;;;
905;bnf;Masiwang;Masiwang language;;plf;Central Malayo-Polynesian;;;;Latn;Bonfia
906;bng;Benga;Benga language;;;;;;;
907;bni;Bangi;Bangi language;;bnt;Bantu;;;;Latn;Bobangi,Bubangi
908;bnj;Eastern Tawbuid;Eastern Tawbuid language;;;;;;;
909;bnk;Bierebo;Bierebo language;;poz-vnc;North-Central Vanuatu;;;;;
910;bnl;Boon;Boon language;;cus;Cushitic;;;;;
911;bnm;Batanga;Batanga language;;bnt;Bantu;;;;Latn;
912;bnn;Bunun;Bunun language;;map;Austronesian;;;;Latn;
913;bno;Asi;Asi language;;;;;;;
914;bnp;Bola;Bola language;;poz-ocw;Western Oceanic;;;;;
915;bnq;Bantik;Bantik language;;;;;;;
916;bnr;Butmas-Tur;Butmas-Tur language;;poz-vnc;North-Central Vanuatu;;;;;
917;bns;Bundeli;Bundeli language;;inc;Indo-Aryan;;;;Deva;Bundelkhandi
918;bnt-cmw;Chimwiini;Chimwiini language;;bnt;Bantu;;;exceptional;Latn;Bravanese,Mwiini,Mwini,Chimwini,Chimini,Brava
919;bnt-ngu-pro;Proto-Nguni;Proto-Nguni language;reconstructed;bnt-ngu;Nguni;sortkey;;exceptional;Latinx;
920;bnt-phu;Phuthi;Phuthi language;;bnt-ngu;Nguni;;autodetect;exceptional;Latn;Siphuthi
921;bnt-pro;Proto-Bantu;Proto-Bantu language;reconstructed;bnt;Bantu;sortkey;;exceptional;Latinx;
922;bnu;Bentong;Bentong language;;;;;;;
923;bnv;Beneraf;Beneraf language;;;;;;;
924;bnw;Bisis;Bisis language;;;;;;;
925;bnx;Bangubangu;Bangubangu language;;;;;;;
926;bny;Bintulu;Bintulu language;;poz-swa;North Sarawakan;;;;Latn;
927;bnz;Beezen;Beezen language;;;;;;;
928;bo;Tibetan;Tibetan language;;tbq;Tibeto-Burman;;;;Tibt;Ü,Dbus,Lhasa,Lhasa Tibetan,Amdo Tibetan,Amdo,Panang,Khams,Khams Tibetan,Khamba,Tseku,Dolpo,Humla,Limi,Lhomi,Shing Saapa,Mugom,Mugu,Nubri,Walungge,Gola,Thudam,Lowa,Loke,Mustang,Tichurong
929;boa;Bora;Bora language;;;;;;;
930;bob;Aweer;Aweer language;;cus;Cushitic;;;;;
931;boe;Mundabli;Mundabli language;;nic-bod;Bantoid;;;;Latn;
932;bof;Bolon;Bolon language;;;;;;;
933;bog;Bamako Sign Language;Bamako Sign Language;;sgn;sign;;;;;
934;boh;Boma;Boma language;;;;;;;
935;boi;Barbareño;Barbareño language;;nai-chu;Chumashan;;;;Latn;
936;boj;Anjam;Anjam language;;;;;;;
937;bok;Bonjo;Bonjo language;;alv;Atlantic-Congo;;;;Latn;
938;bol;Bole;Bole language;;cdc-wst;West Chadic;;;;Latn;
939;bom;Berom;Berom language;;alv;Atlantic-Congo;;;;Latn;Birom
940;bon;Bine;Bine language;;;;;;;
941;boo;Tiemacèwè Bozo;Tiemacèwè Bozo language;;;;;;;
942;bop;Bonkiman;Bonkiman language;;ngf-fin;Finisterre;;;;Latn;
943;boq;Bogaya;Bogaya language;;;;;;;
944;bor;Borôro;Borôro language;;;;;;Latn;
945;bot;Bongo;Bongo language;;csu;Central Sudanic;;;;;
946;bou;Bondei;Bondei language;;bnt;Bantu;;;;Latn;Boondei,Boondéi
947;bov;Tuwuli;Tuwuli language;;;;;;;
948;bow;Rema;Rema language;;;;;;;
949;box;Buamu;Buamu language;;;;;;;
950;boy;Bodo (Central Africa);Bodo (Central Africa) language;;;;;;;Bodo (Central African Republic),Bodo
951;boz;Tiéyaxo Bozo;Tiéyaxo Bozo language;;;;;;;
952;bpa;Dakaka;Dakaka language;;;;;;;
953;bpb;Barbacoas;Barbacoas language;;;;;;;
954;bpd;Banda-Banda;Banda-Banda language;;;;;;;
955;bpg;Bonggo;Bonggo language;;poz-ocw;Western Oceanic;;;;;
956;bph;Botlikh;Botlikh language;;cau-ava;Avaro-Andian;;;;Cyrl;Botlix
957;bpi;Bagupi;Bagupi language;;;;;;;
958;bpj;Binji;Binji language;;;;;;;
959;bpk;Orowe;Orowe language;;poz-cln;New Caledonian;;;;;
960;bpl;Broome Pearling Lugger Pidgin;Broome Pearling Lugger Pidgin language;;crp;creole or pidgin;;;;Latn;
961;bpm;Biyom;Biyom language;;;;;;;
962;bpn;Dzao Min;Dzao Min language;;hmx-mie;Mien;;;;;
963;bpo;Anasi;Anasi language;;;;;;;
964;bpp;Kaure;Kaure language;;;;;;;
965;bpq;Banda Malay;Banda Malay language;;;;;;;
966;bpr;Koronadal Blaan;Koronadal Blaan language;;;;;;;
967;bps;Sarangani Blaan;Sarangani Blaan language;;;;;;;
968;bpt;Barrow Point;Barrow Point language;;;;;;;
969;bpu;Bongu;Bongu language;;;;;;;
970;bpv;Bian Marind;Bian Marind language;;;;;;;
971;bpx;Palya Bareli;Palya Bareli language;;;;;;;
972;bpy;Bishnupriya Manipuri;Bishnupriya Manipuri language;;inc;Indo-Aryan;;;;Beng;Bishnupriya,Manipuri Bishnupriya
973;bpz;Bilba;Bilba language;;plf;Central Malayo-Polynesian;;;;Latn;
974;bqa;Tchumbuli;Tchumbuli language;;;;;;;
975;bqb;Bagusa;Bagusa language;;;;;;;
976;bqc;Boko;Boko language;;dmn;Mande;;;;;Boko (Benin)
977;bqd;Bung;Bung language;;;;;;;
978;bqf;Baga Kaloum;Baga Kaloum language;;;;;;;
979;bqg;Bago-Kusuntu;Bago-Kusuntu language;;;;;;;
980;bqh;Baima;Baima language;;;;;;;
981;bqi;Bakhtiari;Bakhtiari language;;ira-wes;Western Iranian;;;;fa-Arab;
982;bqj;Bandial;Bandial language;;;;;;;
983;bqk;Banda-Mbrès;Banda-Mbrès language;;;;;;;
984;bql;Bilakura;Bilakura language;;;;;;;
985;bqm;Wumboko;Wumboko language;;;;;;;
986;bqn;Bulgarian Sign Language;Bulgarian Sign Language;;sgn;sign;;;;;
987;bqo;Balo;Balo language;;nic-grf;Grassfields;;;;Latn;
988;bqp;Busa;Busa language;;dmn;Mande;;;;Latn;
989;bqq;Biritai;Biritai language;;;;;;;
990;bqr;Burusu;Burusu language;;;;;;;
991;bqs;Bosngun;Bosngun language;;paa;Papuan;;;;Latn;
992;bqt;Bamukumbit;Bamukumbit language;;nic-bod;Bantoid;;;;Latn;
993;bqu;Boguru;Boguru language;;;;;;;
994;bqv;Begbere-Ejar;Begbere-Ejar language;;;;;;;
995;bqw;Buru (Nigeria);Buru (Nigeria) language;;nic-bod;Bantoid;;;;;Buru
996;bqx;Baangi;Baangi language;;;;;;;
997;bqy;Bengkala Sign Language;Bengkala Sign Language;;sgn;sign;;;;;
998;bqz;Bakaka;Bakaka language;;;;;;;
999;br;Breton;Breton language;;cel-bry;Brythonic;;;;Latn;
1000;brb;Lave;Lave language;;aav-ban;Bahnaric;;;;;Laveh,Rawe,Brao
1001;brc;Berbice Creole Dutch;Berbice Creole Dutch language;;crp;creole or pidgin;;;;Latn;Berbice Dutch,Berbice Dutch Creole,Berbice Creole
1002;brd;Baraamu;Baraamu language;;;;;;;
1003;brf;Bera;Bera language;;;;;;;
1004;brg;Baure;Baure language;;awd;Arawakan;;;;Latn;Bauré
1005;brh;Brahui;Brahui language;;dra;Dravidian;;;;Arab,Latn;
1006;bri;Mokpwe;Mokpwe language;;bnt;Bantu;;;;Latn;
1007;brj;Bieria;Bieria language;;poz-vnc;North-Central Vanuatu;;;;;
1008;brk;Birgid;Birgid language;;nub;Nubian;;;;Latn;Birked
1009;brl;Birwa;Birwa language;;;;;;;
1010;brm;Barambu;Barambu language;;znd;Zande;;;;;
1011;brn;Boruca;Boruca language;;;;;;;
1012;bro;Brokkat;Brokkat language;;;;;;;
1013;brp;Barapasi;Barapasi language;;;;;;;
1014;brq;Breri;Breri language;;paa;Papuan;;;;Latn;
1015;brr;Birao;Birao language;;poz-sls;Southeast Solomonic;;;;;
1016;brs;Baras;Baras language;;;;;;;Ende,West Kaili
1017;brt;Bitare;Bitare language;;nic-bod;Bantoid;;;;;Njwande
1018;bru;Eastern Bru;Eastern Bru language;;mkh;Mon-Khmer;;;;;
1019;brv;Western Bru;Western Bru language;;mkh;Mon-Khmer;;;;;
1020;brw;Bellari;Bellari language;;dra;Dravidian;;;;;
1021;brx;Bodo (India);Bodo (India) language;;tbq;Tibeto-Burman;;;;Deva,Latn;Bodo,Mech
1022;bry;Burui;Burui language;;;;;;;
1023;brz;Bilbil;Bilbil language;;poz-ocw;Western Oceanic;;;;;
1024;bsa;Abinomn;Abinomn language;;;;;;;
1025;bsb;Brunei Bisaya;Brunei Bisaya language;;;;;;;
1026;bsc;Bassari;Bassari language;;;;;;;
1027;bse;Wushi;Wushi language;;;;;;;
1028;bsf;Bauchi;Bauchi language;;nic-knj;Kainji;;;;Latn;
1029;bsg;Bashkardi;Bashkardi language;;ira-wes;Western Iranian;;;;;
1030;bsh;Kati;Kati language;;iir-nur;Nuristani;;;;;
1031;bsi;Bassossi;Bassossi language;;;;;;;
1032;bsj;Bangwinji;Bangwinji language;;;;;;;
1033;bsk;Burushaski;Burushaski language;;qfa-iso;isolate;;;;;
1034;bsl;Basa-Gumna;Basa-Gumna language;;nic-knj;Kainji;;;;Latn;
1035;bsm;Busami;Busami language;;poz-hce;Halmahera-Cenderawasih;;;;;
1036;bsn;Barasana;Barasana language;;sai-tuc;Tucanoan;;;;Latn;
1037;bso;Buso;Buso language;;;;;;;
1038;bsp;Baga Sitemu;Baga Sitemu language;;;;;;;
1039;bsq;Bassa;Bassa language;;kro;Kru;;;;Latn,Bass;
1040;bsr;Bassa-Kontagora;Bassa-Kontagora language;;;;;;;
1041;bss;Akoose;Akoose language;;;;;;;
1042;bst;Basketo;Basketo language;;omv;Omotic;;;;;Basketto,Baskatta,Mesketo,Misketto
1043;bsu;Bahonsuai;Bahonsuai language;;;;;;;
1044;bsv;Baga Sobané;Baga Sobané language;;;;;;;
1045;bsw;Baiso;Baiso language;;cus;Cushitic;;;;;
1046;bsx;Yangkam;Yangkam language;;nic-bod;Bantoid;;;;Latn;
1047;bsy;Sabah Bisaya;Sabah Bisaya language;;;;;;;
1048;bta;Bata;Bata language;;;;;;;
1049;btc;Bati (Cameroon);Bati (Cameroon) language;;nic-bco;Benue-Congo;;;;;Bati
1050;btd;Dairi Batak;Dairi Batak language;;btk;Batak;;;;Latn,Batk;Batak Dairi
1051;bte;Gamo-Ningi;Gamo-Ningi language;;nic-knj;Kainji;;;;Latn;
1052;btf;Birgit;Birgit language;;cdc-est;East Chadic;;;;Latn;
1053;btg;Gagnoa Bété;Gagnoa Bété language;;;;;;;
1054;bth;Biatah Bidayuh;Biatah Bidayuh language;;;;;;;
1055;bti;Burate;Burate language;;;;;;;
1056;btj;Bacanese Malay;Bacanese Malay language;;poz-mly;Malayic;;;;Latn;
1057;btk-pro;Proto-Batak;Proto-Batak language;reconstructed;btk;Batak;;;exceptional;Latinx;
1058;btm;Mandailing Batak;Mandailing Batak language;;btk;Batak;;;;Latn,Batk;Batak Mandailing
1059;btn;Ratagnon;Ratagnon language;;;;;;;
1060;bto;Iriga Bicolano;Iriga Bicolano language;;;;;;;
1061;btp;Budibud;Budibud language;;poz-ocw;Western Oceanic;;;;;
1062;btq;Batek;Batek language;;;;;;;
1063;btr;Baetora;Baetora language;;;;;;;
1064;bts;Simalungun Batak;Simalungun Batak language;;btk;Batak;;;;Latn,Batk;Batak Simalungun
1065;btt;Bete-Bendi;Bete-Bendi language;;nic-bco;Benue-Congo;;;;Latn;
1066;btu;Batu;Batu language;;nic-bod;Bantoid;;;;Latn;
1067;btv;Bateri;Bateri language;;;;;;;
1068;btw;Butuanon;Butuanon language;;;;;;;
1069;btx;Karo Batak;Karo Batak language;;btk;Batak;;;;Latn,Batk;Batak Karo
1070;bty;Bobot;Bobot language;;plf;Central Malayo-Polynesian;;;;;
1071;btz;Alas-Kluet Batak;Alas-Kluet Batak language;;btk;Batak;;;;Latn,Batk;Batak Alas-Kluet
1072;bua;Buryat;Buryat language;;xgn;Mongolic;;;;Cyrl;Buriat
1073;bub;Bua;Bua language;;;;;;;
1074;bud;Ntcham;Ntcham language;;nic-gur;Gur;;;;Latn;Tobote,Ncam,Basar,Basari
1075;bue;Beothuk;Beothuk language;;;;;;Latn;
1076;buf;Bushoong;Bushoong language;;;;;;;
1077;bug;Buginese;Buginese language;;poz-ssw;South Sulawesi;;;;Bugi,Latn;
1078;buh;Younuo Bunu;Younuo Bunu language;;hmn;Hmong;;;;;Yuno
1079;bui;Bongili;Bongili language;;bnt;Bantu;;;;Latn;
1080;buj;Basa-Gurmana;Basa-Gurmana language;;nic-knj;Kainji;;;;Latn;
1081;buk;Bukawa;Bukawa language;;poz-ocw;Western Oceanic;;;;Latn;Bukaua,Bugawac,Gawac
1082;bum;Bulu (Cameroon);Bulu (Cameroon) language;;bnt;Bantu;;;;Latn;Bulu
1083;bun;Sherbro;Sherbro language;;;;;;;
1084;buo;Terei;Terei language;;;;;;;
1085;bup;Busoa;Busoa language;;;;;;;
1086;buq;Brem;Brem language;;ngf;Trans-New Guinea;;;;Latn;Barem,Bunabun,Bububun,Bunubun
1087;bus;Bokobaru;Bokobaru language;;dmn;Mande;;;;Latn;
1088;but;Bungain;Bungain language;;qfa-tor;Torricelli;;;;Latn;
1089;buu;Budu;Budu language;;;;;;;
1090;buv;Bun;Bun language;;;;;;;
1091;buw;Bubi;Bubi language;;bnt;Bantu;;;;Latn;
1092;bux;Boghom;Boghom language;;cdc-wst;West Chadic;;;;Latn;
1093;buy;Mmani;Mmani language;;;;;;;Mani,Bullom So,Mandingi
1094;bva;Barein;Barein language;;;;;;;
1095;bvb;Bube;Bube language;;bnt;Bantu;;;;Latn;
1096;bvc;Baelelea;Baelelea language;;poz-sls;Southeast Solomonic;;;;Latn;
1097;bvd;Baeggu;Baeggu language;;poz-sls;Southeast Solomonic;;;;;Mbaenggu,Baegu
1098;bve;Berau Malay;Berau Malay language;;poz-mly;Malayic;;;;Latn;
1099;bvf;Boor;Boor language;;;;;;;
1100;bvg;Bonkeng;Bonkeng language;;;;;;;
1101;bvh;Bure;Bure language;;cdc;Chadic;;;;Latn;
1102;bvi;Belanda Viri;Belanda Viri language;;;;;;;
1103;bvj;Baan;Baan language;;nic-bco;Benue-Congo;;;;Latn;
1104;bvk;Bukat;Bukat language;;;;;;;
1105;bvl;Bolivian Sign Language;Bolivian Sign Language;;sgn;sign;;;;;
1106;bvm;Bamunka;Bamunka language;;;;;;;
1107;bvn;Buna;Buna language;;qfa-tor;Torricelli;;;;Latn;
1108;bvo;Bolgo;Bolgo language;;;;;;;
1109;bvp;Bumang;Bumang language;;;;;;;
1110;bvq;Birri;Birri language;;;;;;;
1111;bvr;Burarra;Burarra language;;aus-arn;Arnhem;;;;Latn;
1112;bvt;Bati (Indonesia);Bati (Indonesia) language;;poz;Malayo-Polynesian;;;;Latn;Bati
1113;bvu;Bukit Malay;Bukit Malay language;;;;;;;
1114;bvv;Baniva;Baniva language;;awd;Arawakan;;;;Latn;
1115;bvw;Boga;Boga language;;;;;;;
1116;bvx;Babole;Babole language;;bnt;Bantu;;;;Latn;Dibole,Bole
1117;bvy;Baybayanon;Baybayanon language;;phi;Philippine;;;;Latn;Babay,Utudnon,Leyte
1118;bvz;Bauzi;Bauzi language;;;;;;;
1119;bwa;Bwatoo;Bwatoo language;;poz-cln;New Caledonian;;;;Latn;
1120;bwb;Namosi-Naitasiri-Serua;Namosi-Naitasiri-Serua language;;poz-occ;Central-Eastern Oceanic;;;;Latn;
1121;bwc;Bwile;Bwile language;;bnt;Bantu;;;;Latn;
1122;bwd;Bwaidoka;Bwaidoka language;;poz-ocw;Western Oceanic;;;;Latn;Bwaidoga
1123;bwe;Bwe Karen;Bwe Karen language;;;;;;;
1124;bwf;Boselewa;Boselewa language;;poz-ocw;Western Oceanic;;;;Latn;Bosilewa
1125;bwg;Barwe;Barwe language;;;;;;;
1126;bwh;Bishuo;Bishuo language;;nic-bod;Bantoid;;;;Latn;
1127;bwi;Baniwa;Baniwa language;;awd-nwk;Nawiki;;;;Latn;Baniba,Baniva,Carutana,Carútana,Carúzana,Izaneni,Karu,Tapuya
1128;bwj;Láá Láá Bwamu;Láá Láá Bwamu language;;;;;;;
1129;bwk;Bauwaki;Bauwaki language;;ngf;Trans-New Guinea;;;;Latn;
1130;bwl;Bwela;Bwela language;;bnt;Bantu;;;;Latn;
1131;bwm;Biwat;Biwat language;;;;;;;Mundugumor
1132;bwn;Wunai Bunu;Wunai Bunu language;;hmn;Hmong;;;;;Hm Nai,Ng-nai,Wunai
1133;bwo;Shinasha;Shinasha language;;;;;;Latn;Boro,Boro (Ethiopia),Borna,Bworo,Sinicho
1134;bwp;Mandobo Bawah;Mandobo Bawah language;;;;;;;
1135;bwq;Southern Bobo;Southern Bobo language;;dmn;Mande;;;;Latn;Bobo Madaré,Southern Bobo Madaré,Bobo,Syabéré,Sya,Benge,Sogokiré,Voré,Zara,Bobo Jula,Jula
1136;bwr;Bura;Bura language;;cdc-cbm;Central Chadic;;;;Latn;Bura-Pabir,Pabir,Burra
1137;bws;Bomboma;Bomboma language;;bnt;Bantu;;;;Latn;
1138;bwt;Bafaw-Balong;Bafaw-Balong language;;;;;;;
1139;bwu;Buli (Ghana);Buli (Ghana) language;;nic-gur;Gur;;;;Latn;Buli
1140;bww;Bwa;Bwa language;;;;;;;
1141;bwx;Bu-Nao Bunu;Bu-Nao Bunu language;;hmn;Hmong;;;;;Bu Nao,Bunu,Dongnu,Dahua Dongnu,Tung Nu,Bunuo,Pu No,Naoklao,Baonao,Nao Klao,Numao,Nu Mhou,Nunu,Lingyun Nunu,Nu Nu
1142;bwy;Cwi Bwamu;Cwi Bwamu language;;nic-gur;Gur;;;;Latn;
1143;bwz;Bwisi;Bwisi language;;;;;;;
1144;bxa;Bauro;Bauro language;;poz-sls;Southeast Solomonic;;;;;Tairaha
1145;bxb;Belanda Bor;Belanda Bor language;;sdv;Eastern Sudanic;;;;;
1146;bxc;Molengue;Molengue language;;;;;;;
1147;bxd;Pela;Pela language;;;;;;;
1148;bxe;Ongota;Ongota language;;cus;Cushitic;;;;;Birale,Birayle
1149;bxf;Bilur;Bilur language;;poz-ocw;Western Oceanic;;;;Latn;
1150;bxg;Bangala;Bangala language;;bnt;Bantu;;;;Latn;Ngala
1151;bxh;Buhutu;Buhutu language;;poz-ocw;Western Oceanic;;;;Latn;
1152;bxi;Pirlatapa;Pirlatapa language;;aus-kar;Karnic;;;;Latn;
1153;bxj;Bayungu;Bayungu language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;
1154;bxk;Bukusu;Bukusu language;;bnt;Bantu;;;;Latn;
1155;bxl;Jalkunan;Jalkunan language;;;;;;;
1156;bxn;Burduna;Burduna language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;
1157;bxo;Barikanchi;Barikanchi language;;;;;;;Barikanci,Barikanchi Pidgin
1158;bxp;Bebil;Bebil language;;;;;;;
1159;bxq;Beele;Beele language;;cdc-wst;West Chadic;;;;Latn;
1160;bxs;Busam;Busam language;;nic-grf;Grassfields;;;;Latn;
1161;bxv;Berakou;Berakou language;;;;;;;
1162;bxw;Banka;Banka language;;dmn;Mande;;;;;Bankagooma
1163;bxz;Binahari;Binahari language;;;;;;;
1164;bya;Palawan Batak;Palawan Batak language;;phi;Philippine;;;;Tagb;Batak
1165;byb;Bikya;Bikya language;;nic-bod;Bantoid;;;;Latn;
1166;byc;Ubaghara;Ubaghara language;;nic-bco;Benue-Congo;;;;Latn;
1167;byd;Benyadu';Benyadu' language;;;;;;;
1168;bye;Pouye;Pouye language;;;;;;;
1169;byf;Bete;Bete language;;;;;;;
1170;byg;Baygo;Baygo language;;sdv;Eastern Sudanic;;;;;
1171;byh;Bujhyal;Bujhyal language;;;;;;;
1172;byi;Buyu;Buyu language;;;;;;;Buya
1173;byj;Binawa;Binawa language;;nic-knj;Kainji;;;;Latn;Bina,Bina (Nigeria)
1174;byk;Biao;Biao language;;;;;;;
1175;byl;Bayono;Bayono language;;;;;;;
1176;bym;Bidyara;Bidyara language;;aus-pam;Pama-Nyungan;;;;Latn;
1177;byn;Blin;Blin language;;cus;Cushitic;;;;Ethi,Latn;Bilin,Bilen,Belen,Bilein
1178;byo;Biyo;Biyo language;;tbq-lol;Loloish;;;;;Piyo,Biyue
1179;byp;Bumaji;Bumaji language;;nic-bco;Benue-Congo;;;;Latn;
1180;byq;Basay;Basay language;;map;Austronesian;;;;Latn;Basai
1181;byr;Baruya;Baruya language;;ngf;Trans-New Guinea;;;;Latn;
1182;bys;Burak;Burak language;;;;;;;
1183;byt;Berti;Berti language;;ssa-sah;Saharan;;;;;
1184;byv;Medumba;Medumba language;;bai;Bamileke;;;;Latn;
1185;byw;Belhariya;Belhariya language;;;;;;;
1186;byx;Qaqet;Qaqet language;;;;;;Latn;Kakat,Baining
1187;byz;Banaro;Banaro language;;paa;Papuan;;;;Latn;
